[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-28 19:21:04] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-28 19:21:04] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-28 19:21:04] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264\
[2024-10-28 19:21:04] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/blog/
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426875d4-6MrFcC.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?simply_static_page=694
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?simply_static_page=694
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 137 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426875d4-6MrFcC.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:a01463905eaec1255620662679dfe847a44b2f74===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe4268defe-54dzcM.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css?simply_static_page=695
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css?simply_static_page=695
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 177 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe4268defe-54dzcM.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:6d23f8c3b14b597914666c686111fecc037f492d===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe42694924-ynHMWp.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?simply_static_page=696
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?simply_static_page=696
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 137 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe42694924-ynHMWp.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:bfe7febf218c5771d7834502effe8eb739dccffa===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe4269b940-fhAnOy.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css?simply_static_page=697
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css?simply_static_page=697
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 179 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe4269b940-fhAnOy.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:ec934bed4d4389c54b8cf82caf510d539a478339===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426a2778-tVYT64.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?simply_static_page=698
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?simply_static_page=698
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 139 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426a2778-tVYT64.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:429ec7db5d25b8312bd88150c638293b1b3fd309===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426a8f63-jGPLYe.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css?simply_static_page=699
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css?simply_static_page=699
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 170 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426a8f63-jGPLYe.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:5fc1c383058431e53374b3cbcc43dd483b4d3bad===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426b0b7f-nF5qOF.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?simply_static_page=700
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?simply_static_page=700
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 130 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426b0b7f-nF5qOF.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:12c44b736a53dfa11c8286fe3ef05c2f64f47a47===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/flash.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426b843c-dJWCfb.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/flash.css?simply_static_page=701
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/flash.css?simply_static_page=701
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 122 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/flash.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426b843c-dJWCfb.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/flash.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:b0463f52b032bd446d0d0ea6c9c507a3cb3b4c92===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426bf024-e89qqX.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css?simply_static_page=702
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css?simply_static_page=702
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 86 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426bf024-e89qqX.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:7dcffd7ac1915867ca2733ffb358f8ff95554cb9===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426c567d-eXAnK3.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css?simply_static_page=703
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css?simply_static_page=703
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 411 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426c567d-eXAnK3.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:18d83c65357c154e818edbd2b486b90c3fb3edde===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426cc64b-0PuvAA.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css?simply_static_page=704
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css?simply_static_page=704
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 338 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426cc64b-0PuvAA.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:87a43c90d9eaf84aa3ecfeee5e6717453dd1867e===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/jello.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426d316d-G9ubty.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/jello.css?simply_static_page=705
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/jello.css?simply_static_page=705
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 556 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/jello.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426d316d-G9ubty.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/jello.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:a01046be9e6d75bbccc6c0309e9804b0dc289745===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426d97de-RQDuNV.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css?simply_static_page=706
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css?simply_static_page=706
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 453 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426d97de-RQDuNV.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:9f4380c9b462c206756bf53fb1356e90658a4800===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/671fe426e009c-P3GFQD.tmp
[2024-10-28 19:21:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.css?simply_static_page=707
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.css?simply_static_page=707
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:103] Filesize: 336 bytes
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.css
[2024-10-28 19:21:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/671fe426e009c-P3GFQD.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730143264/wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.css
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 19:21:10] [class-ss-page.php:119] Checking Content Identical:cf51780ce07a22f4fa29e1b3c9643d23dbb77f14===. Value: FALSE
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.min.css
[2024-10-28 19:21:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 603
[2024-10-28 19:21:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
